run_id,turn,community_id,CCC,I_count,E_count
18,6,3,0.0,10.0,0.0
18,7,0,0.4,6.0,4.0
18,7,1,0.5,4.0,4.0
18,7,2,0.0,4.0,0.0
18,7,3,0.0,10.0,0.0
18,8,0,0.2,8.0,2.0
18,8,1,0.3333333333333333,4.0,2.0
18,8,2,0.5,2.0,2.0
18,8,3,0.16666666666666666,10.0,2.0
19,1,0,1.0,0.0,6.0
19,1,1,0.3333333333333333,8.0,4.0
19,1,2,0.0,4.0,0.0
19,1,3,1.0,0.0,6.0
19,1,4,0.6666666666666666,4.0,8.0
19,2,0,0.6666666666666666,2.0,4.0
19,2,1,0.16666666666666666,10.0,2.0
19,2,2,0.0,4.0,0.0
19,2,3,1.0,0.0,8.0
19,2,4,0.3333333333333333,4.0,2.0
19,3,0,0.3333333333333333,4.0,2.0
19,3,1,0.0,10.0,0.0
19,3,2,0.0,4.0,0.0
19,3,3,0.5,2.0,2.0
19,3,4,0.0,6.0,0.0
19,4,0,0.0,4.0,0.0
19,4,1,0.0,10.0,0.0
19,4,2,0.0,4.0,0.0
19,4,3,0.0,4.0,0.0
19,4,4,0.0,6.0,0.0
19,5,0,0.0,4.0,0.0
19,5,1,0.2,8.0,2.0
19,5,2,0.3333333333333333,4.0,2.0
19,5,3,0.0,4.0,0.0
19,5,4,0.0,6.0,0.0
19,6,0,0.0,4.0,0.0
19,6,1,0.2,8.0,2.0
19,6,2,0.3333333333333333,4.0,2.0
19,6,3,0.0,4.0,0.0
19,6,4,0.0,6.0,0.0
19,7,0,0.0,4.0,0.0
19,7,1,0.2,8.0,2.0
19,7,2,0.3333333333333333,4.0,2.0
19,7,3,0.3333333333333333,4.0,2.0
19,7,4,0.3333333333333333,4.0,2.0
19,8,0,0.0,4.0,0.0
19,8,1,0.0,10.0,0.0
19,8,2,0.0,4.0,0.0
19,8,3,0.3333333333333333,4.0,2.0
19,8,4,0.3333333333333333,4.0,2.0
20,1,0,0.5,4.0,4.0
20,1,1,0.3333333333333333,4.0,2.0
20,1,2,0.3333333333333333,4.0,2.0
20,1,3,0.6666666666666666,2.0,4.0
20,1,4,0.6666666666666666,2.0,4.0
20,1,5,0.0,4.0,0.0
20,2,0,0.0,4.0,0.0
20,2,1,0.0,4.0,0.0
20,2,2,0.0,6.0,0.0
20,2,3,0.0,4.0,0.0
20,2,4,0.0,6.0,0.0
20,2,5,0.0,4.0,0.0
20,3,0,0.3333333333333333,4.0,2.0
20,3,1,0.3333333333333333,4.0,2.0
20,3,2,0.3333333333333333,4.0,2.0
20,3,3,0.3333333333333333,4.0,2.0
20,3,4,0.6666666666666666,2.0,4.0
20,3,5,0.0,4.0,0.0
20,4,0,0.3333333333333333,4.0,2.0
20,4,1,0.0,4.0,0.0
20,4,2,0.5,4.0,4.0
20,4,3,0.0,4.0,0.0
20,4,4,0.3333333333333333,4.0,2.0
20,4,5,0.6666666666666666,2.0,4.0
20,5,0,0.3333333333333333,4.0,2.0
20,5,1,0.3333333333333333,4.0,2.0
20,5,2,0.3333333333333333,4.0,2.0
20,5,3,0.0,4.0,0.0
20,5,4,0.3333333333333333,4.0,2.0
20,5,5,0.0,4.0,0.0
20,6,0,0.0,4.0,0.0
20,6,1,0.0,4.0,0.0
20,6,2,0.3333333333333333,4.0,2.0
20,6,3,0.0,4.0,0.0
20,6,4,0.25,6.0,2.0
20,6,5,0.0,4.0,0.0
20,7,0,0.0,4.0,0.0
20,7,1,0.0,4.0,0.0
20,7,2,0.0,6.0,0.0
20,7,3,0.3333333333333333,4.0,2.0
20,7,4,0.3333333333333333,4.0,2.0
20,7,5,0.0,4.0,0.0
20,8,0,0.3333333333333333,4.0,2.0
20,8,1,0.0,4.0,0.0
20,8,2,0.3333333333333333,4.0,2.0
20,8,3,0.0,4.0,0.0
20,8,4,0.3333333333333333,4.0,2.0
20,8,5,0.3333333333333333,4.0,2.0
21,1,0,0.0,10.0,0.0
21,1,1,0.0,4.0,0.0
21,1,2,0.2,8.0,2.0
21,1,3,0.3333333333333333,4.0,2.0
21,2,0,0.0,10.0,0.0
21,2,1,0.0,4.0,0.0
21,2,2,0.4,6.0,4.0
21,2,3,0.5,4.0,4.0
21,3,0,0.0,10.0,0.0
21,3,1,0.0,4.0,0.0
21,3,2,0.2,8.0,2.0
21,3,3,0.3333333333333333,4.0,2.0
21,4,0,0.3333333333333333,8.0,4.0
21,4,1,0.6666666666666666,2.0,4.0
21,4,2,0.4,6.0,4.0
21,4,3,0.5,4.0,4.0
21,5,0,0.2,8.0,2.0
21,5,1,0.3333333333333333,4.0,2.0
21,5,2,0.0,8.0,0.0
21,5,3,0.0,6.0,0.0
21,6,0,0.2,8.0,2.0
21,6,1,0.3333333333333333,4.0,2.0
21,6,2,0.25,6.0,2.0
21,6,3,0.25,6.0,2.0
21,7,0,0.16666666666666666,10.0,2.0
21,7,1,0.5,2.0,2.0
21,7,2,0.4,6.0,4.0
21,7,3,0.5,4.0,4.0
21,8,0,0.42857142857142855,8.0,6.0
21,8,1,1.0,0.0,6.0
21,8,2,0.25,6.0,2.0
21,8,3,0.25,6.0,2.0
22,1,0,1.0,0.0,10.0
22,1,1,0.7142857142857143,4.0,10.0
22,1,2,0.0,10.0,0.0
22,1,3,0.0,4.0,0.0
22,2,0,0.0,4.0,0.0
22,2,1,0.0,10.0,0.0
