run_id,pattern_id,Ave P,CC-Ave P,CCH-P,CCTF-P,Ave CT,CC-Ave CT,CCH-CT,CCTF-CT,Ave RD,CC-Ave RD,CCH-RD,CCTF-RD,Ave CGT,CC-Ave CGT,CCH-CGT,CCTF-CGT,Ave CCU,CC-Ave CCU,CCH-CCU,CCTF-CCU,CCC Score
13,1,3.914814908,3.924929657,0.085038505,0.073560188,3.75824357,3.783733147,0.165873454,0.161300418,3.334529852,3.348263546,0.12771366,0.297693206,3.539185945,3.564340395,0.280859111,0.280948566,2.79150144,2.783467839,0.103511477,0.318178645,0.301041667
76,4,3.689382026,3.635406527,0.235354557,0.185089327,3.693040762,3.672363758,0.169404746,0.131485007,3.293023492,3.350531845,0.422786367,0.295457164,3.969492247,3.990389835,0.059799175,0.047753204,2.311589651,2.30351702,0.045531488,0.102587205,0.016666667
61,1,3.913136898,3.892080414,0.119033111,0.149539727,3.708337102,3.720595929,0.061256137,0.100829866,3.336397475,3.350580345,0.289271567,0.188777742,3.788353501,3.851865337,0.180668571,0.13375092,2.41300109,2.400662268,0.062100774,0.072753521,0.111666667
48,4,3.870743143,3.853692243,0.071954653,0.104116487,3.711141574,3.711790753,0.137578831,0.12339254,3.372451371,3.354787233,0.230142074,0.298084317,3.812231714,3.803341455,0.143644929,0.262362772,2.698329736,2.684367483,0.115845754,0.290737872,0.114166667
98,2,3.721472986,3.564686719,0.403796019,0.262033085,3.807458671,3.794885937,0.073944343,0.126627046,3.345525694,3.361830004,0.204897944,0.403621333,3.747819507,3.824327697,0.212498867,0.118728642,2.601323271,2.575795701,0.067602684,0.19321245,0.154613095
58,2,3.933282116,3.890793194,0.271442516,0.136615286,3.779041044,3.764336057,0.092158483,0.062093954,3.145235443,3.36277667,0.540612052,0.216821929,3.680339936,3.773653861,0.258161256,0.124325777,2.631197451,2.59481169,0.121602768,0.26445297,0.200892857
36,4,3.972202791,3.914860796,0.272218648,0.115392722,3.754242287,3.765151523,0.085889048,0.134036398,3.338227206,3.365620938,0.308080547,0.250532472,3.609125361,3.63476817,0.247343535,0.242921696,2.505107939,2.490428283,0.075697965,0.204747654,0.2515625
35,3,3.847485782,3.779699792,0.246774616,0.112987264,3.807309906,3.803969865,0.057832596,0.223653414,3.310814534,3.371430754,0.155151127,0.242594385,3.770743838,3.776349506,0.114080698,0.212406847,2.582777047,2.539014232,0.133284959,0.107782851,0.233779762
28,4,3.953327696,3.953317159,0.0127234,0.093120289,3.740396779,3.742419769,0.052322139,0.129365972,3.381511353,3.372808594,0.074705831,0.164327989,3.568231423,3.590708305,0.340419871,0.186732148,2.838371604,2.833332938,0.18641964,0.091720539,0.296354167
11,3,3.791480038,3.723738243,0.306483715,0.161618706,3.752845434,3.748998893,0.119031003,0.087198785,3.355829041,3.375393851,0.358282839,0.268015425,3.82077203,3.846746197,0.128275278,0.178175322,2.592638578,2.593383552,0.151068159,0.347826345,0.256369048
79,3,3.659000559,3.548661996,0.434305847,0.205153449,3.680209888,3.660964142,0.108757309,0.162222198,3.329462928,3.380322186,0.371163851,0.306701218,3.810714594,3.861469462,0.15434734,0.098179574,2.599768449,2.61591392,0.133215831,0.203179834,0.128125
81,1,3.905000343,3.909870429,0.162440382,0.140865954,3.750123468,3.755591066,0.087792803,0.101733409,3.345563887,3.385007632,0.203983095,0.294179418,3.722069898,3.765097747,0.283327958,0.13218773,2.596570186,2.565702881,0.183134786,0.335428671,0.190625
57,1,3.963108396,3.964261051,0.116828112,0.128680641,3.761151112,3.762752063,0.108733916,0.126905213,3.371464253,3.389750636,0.225124611,0.278866132,3.553924705,3.572865286,0.172133198,0.122796601,2.793594771,2.783319453,0.108333483,0.244624091,0.279166667
52,4,3.845523011,3.835859972,0.041794803,0.243721299,3.6575827,3.650024161,0.089901185,0.163699452,3.290090445,3.389816762,0.284410447,0.231730584,3.522323556,3.580966372,0.34018182,0.273129207,2.753392077,2.746716157,0.105605034,0.351082751,0.1875
46,2,3.856280328,3.839972395,0.184705938,0.14681912,3.675060583,3.673466278,0.163861257,0.126414141,3.435293575,3.407865728,0.308576382,0.378362388,3.734335119,3.76828352,0.330998747,0.322558905,2.515557292,2.507258195,0.0739243,0.324146767,0.120833333
23,3,3.909952091,3.898707231,0.078815455,0.081401764,3.766675597,3.76349016,0.026587289,0.131559538,3.392497059,3.408749656,0.102333655,0.33769528,3.595086144,3.676782623,0.294232622,0.212386338,2.952187486,2.957534319,0.187692574,0.272385958,0.145833333
83,3,3.788585912,3.724350355,0.386892357,0.174030325,3.800905154,3.786888156,0.12864603,0.108987482,3.394792071,3.415346437,0.290448313,0.251508724,3.755610894,3.810563116,0.235579663,0.071414368,2.537569841,2.539183337,0.087235692,0.235895173,0.14389881
9,1,3.987937134,3.996968207,0.05353254,0.03826308,3.852933934,3.877074137,0.125062546,0.084294843,3.4483386,3.424168078,0.27773922,0.295423063,3.640460217,3.677891116,0.205242732,0.191944769,2.64679317,2.657340539,0.111780628,0.255562984,0.308482143
3,3,3.983585982,3.988112914,0.100494384,0.096476272,3.779687847,3.783518894,0.121869115,0.10959015,3.438008059,3.435102248,0.182930476,0.324228662,3.40451616,3.406674211,0.251398912,0.342794326,2.846921294,2.85493197,0.103436486,0.169992252,0.359375
74,2,3.819407944,3.748566514,0.195061108,0.247698746,3.674998717,3.66956874,0.100548313,0.09650315,3.404698918,3.44287748,0.296718324,0.362486625,3.65210687,3.696836985,0.151285079,0.205046631,2.685398938,2.708867037,0.129782473,0.40666783,0.130208333
85,1,3.924972737,3.923291199,0.155221472,0.123913419,3.694167395,3.677971631,0.0595875,0.149226098,3.372093977,3.448670799,0.221653016,0.365733191,3.8439681,3.870535187,0.094741767,0.097516588,2.427767134,2.421021595,0.032592485,0.180517426,0.081944444
62,2,3.943606109,3.933259843,0.079766419,0.100404064,3.654057346,3.659773866,0.09822958,0.106462535,3.457884258,3.461226874,0.119028163,0.204195427,3.721923349,3.764599298,0.220286647,0.137977548,2.622254648,2.611346794,0.056594478,0.157772799,0.188333333
69,1,3.935565966,3.913831629,0.0718965,0.169349097,3.77040621,3.753328404,0.069762972,0.117801093,3.409662523,3.461352311,0.246048366,0.226493047,3.654841228,3.724464866,0.204610053,0.201360819,2.80956467,2.78344261,0.08429166,0.286035207,0.13968254
63,3,3.730098308,3.684154439,0.238119256,0.125986392,3.736903064,3.730124801,0.113460049,0.133177298,3.405318112,3.472551936,0.190606946,0.462358109,3.744186883,3.753997528,0.233188093,0.22220997,2.543174084,2.524232749,0.115472862,0.289054862,0.220357143
17,1,3.911072345,3.926518102,0.049233471,0.060756728,3.789532919,3.831384162,0.148571061,0.132138398,3.459667341,3.494284797,0.121198868,0.12284914,3.416174655,3.496451653,0.31359316,0.361802733,2.918849559,2.876329931,0.135221806,0.392930735,0.18968254
41,1,3.902028003,3.898182084,0.085506276,0.08341571,3.710940908,3.702929237,0.114135185,0.091542742,3.441536538,3.496657108,0.223839163,0.324552134,3.746639877,3.817498999,0.309499826,0.134926831,2.510155902,2.512352073,0.078005776,0.281051135,0.175520833
68,4,3.955603728,3.968855533,0.090856868,0.103900718,3.781716193,3.7744251,0.073906558,0.163803784,3.530784758,3.513853465,0.173718767,0.260853907,3.705132678,3.75334063,0.217944247,0.122716657,2.644055672,2.63269742,0.093158657,0.216451663,0.279092262
37,1,3.86856785,3.819389451,0.190691523,0.130391216,3.726426922,3.713381366,0.202547248,0.162630137,3.444982859,3.52068241,0.202928962,0.194389469,3.478782219,3.615576975,0.433297247,0.154283163,2.945166022,2.916550763,0.190731782,0.162022666,0.153645833
1,1,3.744397661,3.704886008,0.190375907,0.247567552,3.772643529,3.756808424,0.121244382,0.132605945,3.468356752,3.545220029,0.266408812,0.35222541,3.805661035,3.850714466,0.196473264,0.093113044,2.505282604,2.484417879,0.112746899,0.214416331,0.119166667
