run_id,pattern_id,agent_id,dept_id,is_proximal,has_informal,sum_interaction,psychological_safety,psych_leader,psych_colleague,psych_team,task_cohesion,output_score_ave,output_score_dept0,output_score_dept1,position,sum_active_interaction,sum_passive_interaction
2,2,13,1,1,0,0,5.389586088574788,5.559350361117083,5.361995721625814,4.944670793828842,5.767846728357696,3.7717007044999997,3.788186879,3.75521453,Department Leader,0,0
3,3,0,0,0,1,0,5.135768102699976,5.106488717949733,5.53588198946353,4.290007187835753,4.636276287521788,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,1,0,0,1,0,5.01383182608523,5.022895216889986,5.238992042259616,4.461267815930723,5.6386958710130255,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,2,0,0,1,0,5.11939228349855,5.159336275249845,5.4331383970488965,4.267486043293861,5.626222752608023,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,3,0,0,1,0,4.738632734164628,4.79368460942413,4.8284166688415,4.363981260806746,5.001929211851656,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,4,0,0,1,0,5.30218600205332,5.4454274491996415,5.446560881518861,4.535586941861434,5.559332134397157,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,5,0,0,1,0,5.090221425077823,5.392282681149649,5.016669429248213,4.355658980464768,4.142237058788719,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,6,0,0,1,0,5.383091100387084,5.523201750900202,5.405706707274886,4.90998939944286,5.698348248303867,3.82201699,3.829550882,3.814483098,Department Leader,0,0
3,3,7,1,0,1,0,5.277588997520121,5.304277363800998,5.38811344765689,4.9396335150250295,5.407663858456298,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,8,1,0,1,0,5.358335390115398,5.3698136052368035,5.473843642171828,5.054381489952842,5.645786717491277,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,9,1,0,1,0,5.088338071902042,5.145444432331459,5.223891151653568,4.600728471193561,4.965179802269734,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,10,1,0,1,0,5.244298356394543,5.344355618166032,5.289831411687324,4.8378827753969205,5.724314651922169,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,11,1,0,1,0,5.244734960757469,5.2728868970555265,5.418840701137264,4.754032424310443,5.441278874632499,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,12,1,0,1,0,5.167801493035503,5.294803519485038,5.28357954042599,4.516646636442433,5.567475394520307,3.82201699,3.829550882,3.814483098,General Member,0,0
3,3,13,1,0,1,0,5.4264037188905405,5.495463572955842,5.417746568059199,5.239424175301089,5.309166090712672,3.82201699,3.829550882,3.814483098,Department Leader,0,0
4,4,0,0,1,1,0,5.3462667386742675,5.38902690560529,5.458384049505856,4.956379179274162,5.701732000177726,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,1,0,1,1,0,5.363418035354715,5.408767835624065,5.444469532541007,5.038248474445321,5.579595987683135,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,2,0,1,1,0,5.295646403269362,5.532129850936233,5.307457994192408,4.5586356814483135,5.739105961088772,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,3,0,1,1,0,5.074353738832908,5.287031864278006,5.161218187021559,4.233635650057425,5.524157244400881,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,4,0,1,1,0,5.381064906177535,5.5043498066762835,5.427454384300937,4.902968089060028,5.699337762731203,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,5,0,1,1,0,5.3405031031759185,5.537415237146499,5.243336980842852,4.976487653374663,5.7422012615827045,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,6,0,1,1,0,5.331635384225262,5.486741333502632,5.331462303939068,4.86672139039427,5.55114060844177,3.7159727055,3.676867373,3.755078038,Department Leader,0,0
4,4,7,1,1,1,0,5.354973643398418,5.5102279173474304,5.376672576646869,4.838579977304996,5.70517369749815,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,8,1,1,1,0,5.1638037621922175,5.432951825707547,5.1422533977309435,4.406643755389199,5.509832938275608,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,9,1,1,1,0,5.386093656325034,5.511611246147145,5.386669084008802,5.0081982222632435,5.640955744691942,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,10,1,1,1,0,5.3316583756237,5.334473919174888,5.469374126070307,5.001874993928045,5.533832066633369,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,11,1,1,1,0,5.243383109130692,5.278987971753317,5.441861282192531,4.67345278411852,5.581999420883964,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,12,1,1,1,0,5.110071660604672,4.8629942913759905,5.4969922520440875,4.9484890549320735,5.774320666884263,3.7159727055,3.676867373,3.755078038,General Member,0,0
4,4,13,1,1,1,0,5.391053202246818,5.5332096932153805,5.33953642768061,5.084789536662288,5.754558266102273,3.7159727055,3.676867373,3.755078038,Department Leader,0,0
5,1,0,0,0,0,0,5.087715960677244,5.05574463219658,5.2885491986268125,4.715019057570235,5.331369083515241,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,1,0,0,0,0,5.221256803125392,5.305190918763623,5.357798649288755,4.6508568151628555,5.290298115698902,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,2,0,0,0,0,5.159978608572366,5.372080202424968,5.228842835443043,4.362990630982978,5.668434239084327,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,3,0,0,0,0,5.403270652173448,5.438062534464821,5.524947412248626,5.014982565123908,5.698841814911756,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,4,0,0,0,0,5.202831290323424,5.192557733307224,5.321715820268796,4.956254724832824,5.615211385079512,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,5,0,0,0,0,5.261706854473417,5.329999422514981,5.328114576846847,4.901877798144048,5.561865315659432,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,6,0,0,0,0,5.2682577173178835,5.432966728102899,5.191255352387625,4.9538028698001115,5.557655053335305,3.854747406,3.828320427,3.881174385,Department Leader,0,0
5,1,7,1,0,0,0,5.218881112117297,5.513421867725392,4.960827730732749,4.937383401856961,5.449253322950376,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,8,1,0,0,0,5.304368442701936,5.468427580709571,5.4683234568145584,4.429629329082912,5.060259702454205,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,9,1,0,0,0,5.200753874036485,5.366156138708889,5.441563350225376,4.142658302245187,5.283627507379799,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,10,1,0,0,0,4.446579200649305,4.600620994346341,4.461331728765476,3.9500312539538003,4.50280743981806,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,11,1,0,0,0,5.041696011588609,5.157952600328812,5.285337145223695,4.124430266886132,5.383699550262888,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,12,1,0,0,0,5.164524656388718,5.349052520230369,5.45182055959328,3.940583957386452,5.4658363310112,3.854747406,3.828320427,3.881174385,General Member,0,0
5,1,13,1,0,0,0,5.166781177494947,5.186021353868545,5.316202844875773,4.760410091152221,5.700463987433817,3.854747406,3.828320427,3.881174385,Department Leader,0,0
6,2,0,0,1,0,0,5.040168619902097,5.204956307294072,5.08127241214953,4.449896709148826,5.591733550455175,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,1,0,1,0,0,5.264405220570527,5.527344679872371,5.171215124103394,4.69303040108831,5.529757121473507,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,2,0,1,0,0,5.0196164952306965,5.231899871143055,5.112726969010158,4.1655085953415565,5.652535405670628,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,3,0,1,0,0,5.089244405592085,5.105547749586373,5.434026887879671,4.235841914938177,4.215903783028594,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,4,0,1,0,0,4.593102452874186,4.6015089181843205,4.874893508829722,3.9103705930475297,4.605192354752219,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,5,0,1,0,0,4.6505286101343115,4.727383665487138,4.919725541838175,3.7918372701001513,4.881187179900148,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,6,0,1,0,2,5.250226378839685,5.483948221616503,5.315578828443272,4.396571801434191,5.053774514976952,3.984725717,4.051427621,3.918023813,Department Leader,1,1
6,2,7,1,1,0,0,5.227434929100239,5.452528865355911,5.204216669522793,4.606329059347265,5.684881346552633,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,8,1,1,0,0,5.181465139653627,5.256045907260775,5.27795215898839,4.7325864583844,4.990889075281688,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,9,1,1,0,0,5.467588108303005,5.643159083541816,5.487155761394161,4.895217325373872,5.641466054179079,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,10,1,1,0,0,5.436078299559208,5.466040565870036,5.616027637945333,4.926309711059098,5.824929537818923,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,11,1,1,0,0,5.325526741932179,5.469994699945832,5.319916030285807,4.905214528399423,5.711107291896022,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,12,1,1,0,0,5.519902274663986,5.555359094255206,5.694649826685085,5.005787527841087,5.705184812321419,3.984725717,4.051427621,3.918023813,General Member,0,0
6,2,13,1,1,0,2,5.111193752353017,5.335536570639194,5.281430045632481,4.040947279842397,5.582235728135128,3.984725717,4.051427621,3.918023813,Department Leader,1,1
7,3,0,0,0,1,0,5.108043038398982,5.195519557235496,5.16197235522614,4.719778409292737,5.189237709182581,3.8139681955,3.768292727,3.859643664,General Member,0,0
7,3,1,0,0,1,0,5.3003475161755205,5.404954203338597,5.403731792328333,4.745297476996396,5.693822333295036,3.8139681955,3.768292727,3.859643664,General Member,0,0
7,3,2,0,0,1,0,5.048590023099859,4.961213586435855,5.44454562662213,4.3868229248732336,5.551284190574932,3.8139681955,3.768292727,3.859643664,General Member,0,0
7,3,3,0,0,1,0,5.361216304992256,5.452425972740016,5.459951856476612,4.8572043482854905,5.548890124008479,3.8139681955,3.768292727,3.859643664,General Member,0,0
7,3,4,0,0,1,0,5.2106491367024175,5.376662301455774,5.354768004318805,4.376332284670777,5.242592171895884,3.8139681955,3.768292727,3.859643664,General Member,0,0
7,3,5,0,0,1,0,5.2839135506284665,5.3401156719788085,5.43277415536876,4.767965775516753,5.634522424031525,3.8139681955,3.768292727,3.859643664,General Member,0,0
7,3,6,0,0,1,0,5.068893074877392,5.190594539210577,5.0361052017576995,4.78029371915712,5.1703471315982785,3.8139681955,3.768292727,3.859643664,Department Leader,0,0
7,3,7,1,0,1,0,5.234393842919376,5.2456657727986755,5.407946490530642,4.79562187552186,5.500159243123274,3.8139681955,3.768292727,3.859643664,General Member,0,0
